questionID,examID,course,exam_type,creation_dt_time,creation_hr,creation_dt,correct,marked,q_ordinal,difficulty,nth_exam,nth_e_or_q,weekday,minutes_used,subcat1,subcat2,subcat3,cat1,cat2,cat3,approx_remaining_time,EL_begin,EL_change,EL_end,hrs_since_previous_e,hist_cat_n,hist_subcat_diff,hist_subcat_diff_correct,hist_tot_time_correct,hist_total_time_e,hist_total_time_q,hist_greater_diff_time_correct,hist_greater_diff,hist_net_diff,hist_n_marked,hist_marked_incorrect,hist_repeat_question,hist_net_rel_diff
2016-08-30 13:10:48.4070000 +00:00348189.7,P2016-08-30 09:10:48,P,e,2016-08-30T13:10:48Z,9.166666666666666,2016-08-30,TRUE,FALSE,18,9.7,6,6,Tuesday,5.8,conditional probability and independence,conditional probability and independence,conditional probability and independence,general probability,general probability,general probability,99.10000000000001,3,3.18,6.18,19.406332499980927,162,451.08,46.17,21.9,585,0,0,92.60999999999999,-358.74,36,36,0,-0.7952913008778931
2016-08-30 13:10:48.4070000 +00:00184179.3,P2016-08-30 09:10:48,P,e,2016-08-30T13:10:48Z,9.166666666666666,2016-08-30,TRUE,FALSE,17,9.3,6,6,Tuesday,3.066666666666667,order statistics,order statistics,order statistics,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,96.03333333333335,3,3.18,6.18,19.406332499980927,342,102.24000000000001,102.24000000000001,118.8,118.8,0,0,89.28,102.24000000000001,0,18,0,1
2016-08-30 13:10:48.4070000 +00:001295167,P2016-08-30 09:10:48,P,e,2016-08-30T13:10:48Z,9.166666666666666,2016-08-30,TRUE,TRUE,16,7,6,6,Tuesday,21.583333333333332,other,bayes theorem,bayes theorem,general probability,general probability,general probability,74.45000000000002,3,3.18,6.18,19.406332499980927,162,92.60999999999999,92.60999999999999,32.1,32.1,0,32.1,238.04999999999998,92.60999999999999,0,36,0,1
2016-08-30 13:10:48.4070000 +00:00195155.65,P2016-08-30 09:10:48,P,e,2016-08-30T13:10:48Z,9.166666666666666,2016-08-30,TRUE,FALSE,15,5.65,6,6,Tuesday,3.25,other,moment generating functions,moment generating functions,univariate probability distributions,univariate probability distributions,univariate probability distributions,71.20000000000002,3,3.18,6.18,19.406332499980927,333,37.71,0,0,24.75,0,0,548.64,-37.71,0,63,0,-1
2016-08-30 13:10:48.4070000 +00:00435147.03,P2016-08-30 09:10:48,P,e,2016-08-30T13:10:48Z,9.166666666666666,2016-08-30,TRUE,FALSE,14,7.03,6,6,Tuesday,7.25,deductible,deductible,deductible,insurance and risk management,insurance and risk management,insurance and risk management,63.95000000000002,3,3.18,6.18,19.406332499980927,162,618.48,235.8,258.15,771.9,0,0,97.10999999999999,-146.88,18,18,0,-0.23748544819557624
2016-08-30 13:10:48.4070000 +00:00624134.82,P2016-08-30 09:10:48,P,e,2016-08-30T13:10:48Z,9.166666666666666,2016-08-30,FALSE,TRUE,13,4.82,6,6,Tuesday,10.4,conditional distributions and independence of random variables,conditional distributions and independence of random variables,conditional distributions and independence of random variables,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,53.55000000000001,3,3.18,6.18,19.406332499980927,342,429.75,243.09,174.6,343.8,0,114,895.5,56.429999999999986,0,18,0,0.13130890052356017
2016-08-30 13:10:48.4070000 +00:00220124,P2016-08-30 09:10:48,P,e,2016-08-30T13:10:48Z,9.166666666666666,2016-08-30,TRUE,FALSE,12,4,6,6,Tuesday,3.6666666666666665,other,bayes theorem,bayes theorem,general probability,general probability,general probability,49.883333333333354,3,3.18,6.18,19.406332499980927,162,92.60999999999999,92.60999999999999,32.1,32.1,0,32.1,515.43,92.60999999999999,0,36,0,1
2016-08-30 13:10:48.4070000 +00:00395116.31,P2016-08-30 09:10:48,P,e,2016-08-30T13:10:48Z,9.166666666666666,2016-08-30,TRUE,FALSE,11,6.31,6,6,Tuesday,6.583333333333333,deductible,deductible,deductible,insurance and risk management,insurance and risk management,insurance and risk management,43.30000000000001,3,3.18,6.18,19.406332499980927,162,618.48,235.8,258.15,771.9,0,0,97.10999999999999,-146.88,18,18,0,-0.23748544819557624
2016-08-30 13:10:48.4070000 +00:00282104.79,P2016-08-30 09:10:48,P,e,2016-08-30T13:10:48Z,9.166666666666666,2016-08-30,TRUE,FALSE,10,4.79,6,6,Tuesday,4.7,other,discrete distributions: discrete uniform,discrete distributions: discrete uniform,univariate probability distributions,univariate probability distributions,univariate probability distributions,38.60000000000002,3,3.18,6.18,19.406332499980927,333,93.69,0,0,19.8,0,0,548.64,-93.69,9,63,0,-1
2016-08-30 13:10:48.4070000 +00:0011697.58,P2016-08-30 09:10:48,P,e,2016-08-30T13:10:48Z,9.166666666666666,2016-08-30,TRUE,FALSE,9,7.58,6,6,Tuesday,1.9333333333333333,joint distributions and marginal distributions,joint distributions and marginal distributions,joint distributions and marginal distributions,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,36.666666666666686,3,3.18,6.18,19.406332499980927,342,564.03,229.77,246.9,711.15,0,29.549999999999997,391.95,-104.49,9,18,0,-0.1852561033987554
2016-08-30 13:10:48.4070000 +00:0015684.24,P2016-08-30 09:10:48,P,e,2016-08-30T13:10:48Z,9.166666666666666,2016-08-30,TRUE,FALSE,8,4.24,6,6,Tuesday,2.6,other,univariate transformations,univariate transformations,univariate probability distributions,univariate probability distributions,univariate probability distributions,34.06666666666669,3,3.18,6.18,19.406332499980927,333,0,0,0,0,0,0,756.99,0,0,63,0,0
2016-08-30 13:10:48.4070000 +00:0035775.11,P2016-08-30 09:10:48,P,e,2016-08-30T13:10:48Z,9.166666666666666,2016-08-30,FALSE,FALSE,7,5.11,6,6,Tuesday,5.95,conditional distributions and independence of random variables,conditional distributions and independence of random variables,conditional distributions and independence of random variables,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,28.116666666666674,3,3.18,6.18,19.406332499980927,342,429.75,243.09,174.6,343.8,0,114,895.5,56.429999999999986,0,18,0,0.13130890052356017
2016-08-30 13:10:48.4070000 +00:0068466.56,P2016-08-30 09:10:48,P,e,2016-08-30T13:10:48Z,9.166666666666666,2016-08-30,TRUE,TRUE,6,6.56,6,6,Tuesday,11.4,other,percentiles,percentiles,other,percentiles,percentiles,16.71666666666667,3,3.18,6.18,19.406332499980927,9,24.12,24.12,16.2,16.2,0,0,0,24.12,0,0,0,1
2016-08-30 13:10:48.4070000 +00:002757.32,P2016-08-30 09:10:48,P,e,2016-08-30T13:10:48Z,9.166666666666666,2016-08-30,FALSE,FALSE,5,7.32,6,6,Tuesday,0.45,normal approximation,normal approximation,normal approximation,univariate probability distributions,univariate probability distributions,univariate probability distributions,16.26666666666668,3,3.18,6.18,19.406332499980927,333,433.62,297.45,327.15,411,0,48,150.57,161.28,18,63,0,0.37193856371938566
2016-08-30 13:10:48.4070000 +00:008946.49,P2016-08-30 09:10:48,P,e,2016-08-30T13:10:48Z,9.166666666666666,2016-08-30,TRUE,FALSE,4,6.49,6,6,Tuesday,1.4833333333333334,order statistics,order statistics,order statistics,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,14.783333333333331,3,3.18,6.18,19.406332499980927,342,102.24000000000001,102.24000000000001,118.8,118.8,0,34.199999999999996,576.09,102.24000000000001,0,18,0,1
2016-08-30 13:10:48.4070000 +00:0018634.35,P2016-08-30 09:10:48,P,e,2016-08-30T13:10:48Z,9.166666666666666,2016-08-30,TRUE,FALSE,3,4.35,6,6,Tuesday,3.1,other,discrete distributions: geometric,discrete distributions: geometric,univariate probability distributions,univariate probability distributions,univariate probability distributions,11.683333333333337,3,3.18,6.18,19.406332499980927,333,0,0,0,0,0,0,756.99,0,0,63,0,0
2016-08-30 13:10:48.4070000 +00:0050223.72,P2016-08-30 09:10:48,P,e,2016-08-30T13:10:48Z,9.166666666666666,2016-08-30,TRUE,FALSE,2,3.72,6,6,Tuesday,8.366666666666667,other,multivariate distributions: multinomial,multivariate distributions: multinomial,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,3.3166666666666913,3,3.18,6.18,19.406332499980927,342,47.07000000000001,0,0,30.75,0,0,1050.48,-47.07000000000001,0,18,0,-1
2016-08-30 13:10:48.4070000 +00:0019915.04,P2016-08-30 09:10:48,P,e,2016-08-30T13:10:48Z,9.166666666666666,2016-08-30,TRUE,FALSE,1,5.04,6,6,Tuesday,3.316666666666667,random variables,random variables,random variables,univariate probability distributions,univariate probability distributions,univariate probability distributions,0,3,3.18,6.18,19.406332499980927,333,321.93,180.27,235.5,293.1,0,95.55,548.64,38.61,9,63,0,0.1199329046687168
2016-08-30 16:44:48.5770000 +00:00745.9,P2016-08-30 12:44:48,P,q,2016-08-30T16:44:48Z,12.733333333333333,2016-08-30,FALSE,FALSE,4,5.9,1,7,Tuesday,0.11666666666666667,other,multivariate distributions: bivariate normal,multivariate distributions: bivariate normal,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,0.8999999999999999,3,3.18,6.18,99.16036111109787,450,80.19,31.77,6.45,209.25000000000003,0,0,1096.92,-16.650000000000002,0,27,0,-0.207631874298541
2016-08-30 16:44:48.5770000 +00:001325.76,P2016-08-30 12:44:48,P,q,2016-08-30T16:44:48Z,12.733333333333333,2016-08-30,FALSE,FALSE,2,5.76,1,7,Tuesday,0.21666666666666667,other,multivariate distributions: bivariate normal,multivariate distributions: bivariate normal,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,0.5833333333333333,3,3.18,6.18,99.16036111109787,450,80.19,31.77,6.45,209.25000000000003,0,0,1096.92,-16.650000000000002,0,27,0,-0.207631874298541
2016-08-30 16:44:48.5770000 +00:003519.14,P2016-08-30 12:44:48,P,q,2016-08-30T16:44:48Z,12.733333333333333,2016-08-30,FALSE,FALSE,1,9.14,1,7,Tuesday,0.5833333333333334,other,multivariate distributions: bivariate normal,multivariate distributions: bivariate normal,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,0,3,3.18,6.18,99.16036111109787,450,80.19,31.77,6.45,209.25000000000003,0,0,172.98000000000002,-16.650000000000002,0,27,0,-0.207631874298541
2016-08-31 16:58:16.7600000 +00:00293105.05,P2016-08-31 12:58:16,P,q,2016-08-31T16:58:16Z,12.966666666666667,2016-08-31,TRUE,FALSE,10,5.05,2,8,Wednesday,4.883333333333334,deductible,deductible,deductible,insurance and risk management,insurance and risk management,insurance and risk management,58.35,3,3.18,6.18,99.16036111109787,207,851.58,412.47,409.2,1041.9,0,349.2,464.94,-26.64,18,18,0,-0.03128302684421898
2016-08-31 16:58:16.7600000 +00:006190,P2016-08-31 12:58:16,P,q,2016-08-31T16:58:16Z,12.966666666666667,2016-08-31,TRUE,FALSE,9,0,2,8,Wednesday,1.0166666666666666,deductible,deductible,deductible,insurance and risk management,insurance and risk management,insurance and risk management,57.333333333333336,3,3.18,6.18,99.16036111109787,207,851.58,412.47,409.2,1041.9,0,409.2,542.16,-26.64,18,18,0,-0.03128302684421898
2016-08-31 16:58:16.7600000 +00:0020486.32,P2016-08-31 12:58:16,P,q,2016-08-31T16:58:16Z,12.966666666666667,2016-08-31,TRUE,FALSE,8,6.32,2,8,Wednesday,3.4,deductible,deductible,deductible,insurance and risk management,insurance and risk management,insurance and risk management,53.93333333333334,3,3.18,6.18,99.16036111109787,207,851.58,412.47,409.2,1041.9,0,65.25,160.38,-26.64,18,18,0,-0.03128302684421898
2016-08-31 16:58:16.7600000 +00:00109174.7,P2016-08-31 12:58:16,P,q,2016-08-31T16:58:16Z,12.966666666666667,2016-08-31,TRUE,FALSE,7,4.7,2,8,Wednesday,18.183333333333334,deductible,deductible,deductible,insurance and risk management,insurance and risk management,insurance and risk management,35.75,3,3.18,6.18,99.16036111109787,207,851.58,412.47,409.2,1041.9,0,409.2,509.58,-26.64,18,18,0,-0.03128302684421898
2016-08-31 16:58:16.7600000 +00:0052866.62,P2016-08-31 12:58:16,P,q,2016-08-31T16:58:16Z,12.966666666666667,2016-08-31,TRUE,FALSE,6,6.62,2,8,Wednesday,8.8,other,coinsurance and inflation,coinsurance and inflation,insurance and risk management,insurance and risk management,insurance and risk management,26.950000000000003,3,3.18,6.18,99.16036111109787,207,125.82000000000001,0,0,131.70000000000002,0,0,160.38,-125.82000000000001,0,18,0,-1
2016-08-31 16:58:16.7600000 +00:00119636.4,P2016-08-31 12:58:16,P,q,2016-08-31T16:58:16Z,12.966666666666667,2016-08-31,TRUE,FALSE,3,6.4,2,8,Wednesday,19.933333333333334,other,policy limit,policy limit,insurance and risk management,insurance and risk management,insurance and risk management,7.016666666666666,3,3.18,6.18,99.16036111109787,207,291.15,129.69,123.9,193.2,0,29.1,160.38,-31.770000000000003,0,18,0,-0.1091190108191654
2016-08-31 16:58:16.7600000 +00:0042116.01,P2016-08-31 12:58:16,P,q,2016-08-31T16:58:16Z,12.966666666666667,2016-08-31,TRUE,FALSE,1,6.01,2,8,Wednesday,7.016666666666667,deductible,deductible,deductible,insurance and risk management,insurance and risk management,insurance and risk management,0,3,3.18,6.18,99.16036111109787,207,851.58,412.47,409.2,1041.9,0,151.05,273.78,-26.64,18,18,0,-0.03128302684421898
2016-09-01 00:05:04.6400000 +00:001061106.13,P2016-08-31 20:05:04,P,q,2016-09-01T00:05:04Z,20.083333333333332,2016-08-31,FALSE,FALSE,10,6.13,3,9,Wednesday,17.683333333333334,counting techniques and combinatorial probability,counting techniques and combinatorial probability,counting techniques and combinatorial probability,general probability,general probability,general probability,95.63333333333333,3,3.18,6.18,99.16036111109787,198,306.54,252.27,168.29999999999998,211.04999999999998,0,129.9,444.96,198,0,36,0,0.6459189665296535
2016-09-01 00:05:04.6400000 +00:00117195.41,P2016-08-31 20:05:04,P,q,2016-09-01T00:05:04Z,20.083333333333332,2016-08-31,FALSE,FALSE,9,5.41,3,9,Wednesday,19.516666666666666,conditional probability and independence,conditional probability and independence,conditional probability and independence,general probability,general probability,general probability,76.11666666666666,3,3.18,6.18,99.16036111109787,198,538.38,133.47,74.1,637.1999999999999,0,52.199999999999996,495.18,-271.44,36,36,0,-0.5041792042795051
2016-09-01 00:05:04.6400000 +00:0041184.33,P2016-08-31 20:05:04,P,q,2016-09-01T00:05:04Z,20.083333333333332,2016-08-31,TRUE,FALSE,8,4.33,3,9,Wednesday,6.85,conditional probability and independence,conditional probability and independence,conditional probability and independence,general probability,general probability,general probability,69.26666666666667,3,3.18,6.18,99.16036111109787,198,538.38,133.47,74.1,637.1999999999999,0,74.1,627.84,-271.44,36,36,0,-0.5041792042795051
2016-09-01 00:05:04.6400000 +00:0058574.59,P2016-08-31 20:05:04,P,q,2016-09-01T00:05:04Z,20.083333333333332,2016-08-31,TRUE,FALSE,7,4.59,3,9,Wednesday,9.75,counting techniques and combinatorial probability,counting techniques and combinatorial probability,counting techniques and combinatorial probability,general probability,general probability,general probability,59.516666666666666,3,3.18,6.18,99.16036111109787,198,306.54,252.27,168.29999999999998,211.04999999999998,0,168.29999999999998,627.84,198,0,36,0,0.6459189665296535
2016-09-01 00:05:04.6400000 +00:0064067.56,P2016-08-31 20:05:04,P,q,2016-09-01T00:05:04Z,20.083333333333332,2016-08-31,FALSE,FALSE,6,7.56,3,9,Wednesday,10.666666666666666,conditional probability and independence,conditional probability and independence,conditional probability and independence,general probability,general probability,general probability,48.849999999999994,3,3.18,6.18,99.16036111109787,198,538.38,133.47,74.1,637.1999999999999,0,52.199999999999996,325.34999999999997,-271.44,36,36,0,-0.5041792042795051
2016-09-01 00:05:04.6400000 +00:0096055.65,P2016-08-31 20:05:04,P,q,2016-09-01T00:05:04Z,20.083333333333332,2016-08-31,FALSE,FALSE,5,5.65,3,9,Wednesday,16,counting techniques and combinatorial probability,counting techniques and combinatorial probability,counting techniques and combinatorial probability,general probability,general probability,general probability,32.849999999999994,3,3.18,6.18,99.16036111109787,198,306.54,252.27,168.29999999999998,211.04999999999998,0,129.9,444.96,198,0,36,0,0.6459189665296535
2016-09-01 00:05:04.6400000 +00:0041744.19,P2016-08-31 20:05:04,P,q,2016-09-01T00:05:04Z,20.083333333333332,2016-08-31,TRUE,FALSE,4,4.19,3,9,Wednesday,6.95,conditional probability and independence,conditional probability and independence,conditional probability and independence,general probability,general probability,general probability,25.89999999999999,3,3.18,6.18,99.16036111109787,198,538.38,133.47,74.1,637.1999999999999,0,74.1,665.73,-271.44,36,36,0,-0.5041792042795051
2016-09-01 00:05:04.6400000 +00:0043037.56,P2016-08-31 20:05:04,P,q,2016-09-01T00:05:04Z,20.083333333333332,2016-08-31,FALSE,FALSE,3,7.56,3,9,Wednesday,7.166666666666667,conditional probability and independence,conditional probability and independence,conditional probability and independence,general probability,general probability,general probability,18.733333333333334,3,3.18,6.18,99.16036111109787,198,538.38,133.47,74.1,637.1999999999999,0,52.199999999999996,325.34999999999997,-271.44,36,36,0,-0.5041792042795051
2016-09-01 00:05:04.6400000 +00:0046724.44,P2016-08-31 20:05:04,P,q,2016-09-01T00:05:04Z,20.083333333333332,2016-08-31,FALSE,FALSE,2,4.44,3,9,Wednesday,7.783333333333333,other,basic probability concepts,basic probability concepts,general probability,general probability,general probability,10.950000000000003,3,3.18,6.18,99.16036111109787,198,213.75,124.38,119.1,233.25,0,64.2,627.84,35.01,0,36,0,0.1637894736842105
2016-09-01 00:05:04.6400000 +00:0065714.53,P2016-08-31 20:05:04,P,q,2016-09-01T00:05:04Z,20.083333333333332,2016-08-31,FALSE,FALSE,1,4.53,3,9,Wednesday,10.95,other,bayes theorem,bayes theorem,general probability,general probability,general probability,0,3,3.18,6.18,99.16036111109787,198,191.60999999999999,191.60999999999999,259.34999999999997,259.34999999999997,0,226.35,627.84,191.60999999999999,9,36,0,1
2016-09-01 19:14:45.5970000 +00:0031247,P2016-09-01 15:14:45,P,q,2016-09-01T19:14:45Z,15.233333333333333,2016-09-01,FALSE,FALSE,24,7,7,10,Thursday,0.5166666666666667,deductible,deductible,deductible,insurance and risk management,insurance and risk management,insurance and risk management,209,3,3.18,6.18,99.16036111109787,270,1050.3,611.19,409.2,1041.9,310.5,65.25,160.38,172.08,18,18,0,0.16383890317052272
2016-09-01 19:14:45.5970000 +00:001055234.01,P2016-09-01 15:14:45,P,q,2016-09-01T19:14:45Z,15.233333333333333,2016-09-01,FALSE,FALSE,23,4.01,7,10,Thursday,17.583333333333332,counting techniques and combinatorial probability,counting techniques and combinatorial probability,counting techniques and combinatorial probability,general probability,general probability,general probability,191.41666666666669,3,3.18,6.18,99.16036111109787,288,453.87,293.58,168.29999999999998,211.04999999999998,390.9,168.29999999999998,783.72,133.29,0,36,0,0.2936744001586357
2016-09-01 19:14:45.5970000 +00:001209225.89,P2016-09-01 15:14:45,P,q,2016-09-01T19:14:45Z,15.233333333333333,2016-09-01,TRUE,FALSE,22,5.89,7,10,Thursday,20.15,conditional distributions and independence of random variables,conditional distributions and independence of random variables,conditional distributions and independence of random variables,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,171.26666666666668,3,3.18,6.18,99.16036111109787,477,570.69,294.66,242.7,559.05,0,114,1096.92,18.62999999999999,9,27,0,0.03264469326604634
2016-09-01 19:14:45.5970000 +00:00149215.96,P2016-09-01 15:14:45,P,q,2016-09-01T19:14:45Z,15.233333333333333,2016-09-01,TRUE,FALSE,21,5.96,7,10,Thursday,2.4833333333333334,other,continuous distributions: gamma,continuous distributions: gamma,univariate probability distributions,univariate probability distributions,univariate probability distributions,168.78333333333336,3,3.18,6.18,99.16036111109787,405,168.39,104.75999999999999,138.9,151.95000000000002,0,117.75,445.14,41.129999999999995,9,63,0,0.24425440940673435
2016-09-01 19:14:45.5970000 +00:001207205.07,P2016-09-01 15:14:45,P,q,2016-09-01T19:14:45Z,15.233333333333333,2016-09-01,FALSE,FALSE,20,5.07,7,10,Thursday,20.116666666666667,deductible,deductible,deductible,insurance and risk management,insurance and risk management,insurance and risk management,148.66666666666669,3,3.18,6.18,99.16036111109787,270,1050.3,611.19,409.2,1041.9,310.5,347.4,647.46,172.08,18,18,9,0.16383890317052272
2016-09-01 19:14:45.5970000 +00:0043195.34,P2016-09-01 15:14:45,P,q,2016-09-01T19:14:45Z,15.233333333333333,2016-09-01,TRUE,FALSE,19,5.34,7,10,Thursday,0.7166666666666667,conditional probability and independence,conditional probability and independence,conditional probability and independence,general probability,general probability,general probability,147.95000000000002,3,3.18,6.18,99.16036111109787,288,799.83,210.15,74.1,637.1999999999999,460.34999999999997,52.199999999999996,495.18,-379.53000000000003,36,36,0,-0.4745133340834928
2016-09-01 19:14:45.5970000 +00:00590184.21,P2016-09-01 15:14:45,P,q,2016-09-01T19:14:45Z,15.233333333333333,2016-09-01,TRUE,FALSE,18,4.21,7,10,Thursday,9.833333333333334,discrete distributions: poisson,discrete distributions: poisson,discrete distributions: poisson,univariate probability distributions,univariate probability distributions,univariate probability distributions,138.11666666666667,3,3.18,6.18,99.16036111109787,405,126.18,33.21,44.400000000000006,242.25,0,0,1015.65,-59.76,0,63,0,-0.4736091298145506
2016-09-01 19:14:45.5970000 +00:00502174.1,P2016-09-01 15:14:45,P,q,2016-09-01T19:14:45Z,15.233333333333333,2016-09-01,TRUE,FALSE,17,4.1,7,10,Thursday,8.366666666666667,covariance and coefficient of correlation,covariance and coefficient of correlation,covariance and coefficient of correlation,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,129.75,3,3.18,6.18,99.16036111109787,477,279.45,122.31,40.2,263.85,0,1.3499999999999999,1419.1200000000001,-34.83,0,27,0,-0.12463768115942028
2016-09-01 19:14:45.5970000 +00:00422167.69,P2016-09-01 15:14:45,P,q,2016-09-01T19:14:45Z,15.233333333333333,2016-09-01,FALSE,FALSE,16,7.69,7,10,Thursday,7.033333333333333,deductible,deductible,deductible,insurance and risk management,insurance and risk management,insurance and risk management,122.71666666666668,3,3.18,6.18,99.16036111109787,270,1050.3,611.19,409.2,1041.9,310.5,0,97.10999999999999,172.08,18,18,0,0.16383890317052272
2016-09-01 19:14:45.5970000 +00:00270155.26,P2016-09-01 15:14:45,P,q,2016-09-01T19:14:45Z,15.233333333333333,2016-09-01,FALSE,FALSE,15,5.26,7,10,Thursday,4.5,conditional probability and independence,conditional probability and independence,conditional probability and independence,general probability,general probability,general probability,118.21666666666668,3,3.18,6.18,99.16036111109787,288,799.83,210.15,74.1,637.1999999999999,460.34999999999997,52.199999999999996,495.18,-379.53000000000003,36,36,0,-0.4745133340834928
2016-09-01 19:14:45.5970000 +00:00246145.88,P2016-09-01 15:14:45,P,q,2016-09-01T19:14:45Z,15.233333333333333,2016-09-01,FALSE,FALSE,14,5.88,7,10,Thursday,4.1,other,continuous distributions: exponential,continuous distributions: exponential,univariate probability distributions,univariate probability distributions,univariate probability distributions,114.11666666666667,3,3.18,6.18,99.16036111109787,405,128.7,37.800000000000004,101.1,174.45,0,0,445.14,-53.1,9,63,0,-0.41258741258741266
2016-09-01 19:14:45.5970000 +00:00600137.27,P2016-09-01 15:14:45,P,q,2016-09-01T19:14:45Z,15.233333333333333,2016-09-01,TRUE,FALSE,13,7.27,7,10,Thursday,10,joint distributions and marginal distributions,joint distributions and marginal distributions,joint distributions and marginal distributions,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,104.11666666666667,3,3.18,6.18,99.16036111109787,477,860.85,372.33,338.09999999999997,1072.8,0,120.74999999999999,685.62,-116.19,9,27,0,-0.13497124934657606
2016-09-01 19:14:45.5970000 +00:001626127.31,P2016-09-01 15:14:45,P,q,2016-09-01T19:14:45Z,15.233333333333333,2016-09-01,FALSE,TRUE,12,7.31,7,10,Thursday,27.1,deductible,deductible,deductible,insurance and risk management,insurance and risk management,insurance and risk management,77.01666666666668,3,3.18,6.18,99.16036111109787,270,1050.3,611.19,409.2,1041.9,310.5,0,97.10999999999999,172.08,18,18,0,0.16383890317052272
2016-09-01 19:14:45.5970000 +00:00832116.64,P2016-09-01 15:14:45,P,q,2016-09-01T19:14:45Z,15.233333333333333,2016-09-01,FALSE,TRUE,11,6.64,7,10,Thursday,13.866666666666667,other,bayes theorem,bayes theorem,general probability,general probability,general probability,63.150000000000006,3,3.18,6.18,99.16036111109787,288,232.38,191.60999999999999,259.34999999999997,259.34999999999997,98.55,226.35,388.34999999999997,150.84,9,36,0,0.6491092176607282
2016-09-01 19:14:45.5970000 +00:00460104.24,P2016-09-01 15:14:45,P,q,2016-09-01T19:14:45Z,15.233333333333333,2016-09-01,TRUE,FALSE,10,4.24,7,10,Thursday,7.666666666666667,joint distributions and marginal distributions,joint distributions and marginal distributions,joint distributions and marginal distributions,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,55.48333333333335,3,3.18,6.18,99.16036111109787,477,860.85,372.33,338.09999999999997,1072.8,0,338.09999999999997,1381.59,-116.19,9,27,0,-0.13497124934657606
2016-09-01 19:14:45.5970000 +00:0016693.2,P2016-09-01 15:14:45,P,q,2016-09-01T19:14:45Z,15.233333333333333,2016-09-01,FALSE,FALSE,9,3.2,7,10,Thursday,2.7666666666666666,discrete distributions: poisson,discrete distributions: poisson,discrete distributions: poisson,univariate probability distributions,univariate probability distributions,univariate probability distributions,52.71666666666667,3,3.18,6.18,99.16036111109787,405,126.18,33.21,44.400000000000006,242.25,0,44.400000000000006,1153.26,-59.76,0,63,0,-0.4736091298145506
2016-09-01 19:14:45.5970000 +00:0017484.29,P2016-09-01 15:14:45,P,q,2016-09-01T19:14:45Z,15.233333333333333,2016-09-01,TRUE,FALSE,8,4.29,7,10,Thursday,2.9,conditional distributions and independence of random variables,conditional distributions and independence of random variables,conditional distributions and independence of random variables,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,49.81666666666669,3,3.18,6.18,99.16036111109787,477,570.69,294.66,242.7,559.05,0,182.1,1381.59,18.62999999999999,9,27,0,0.03264469326604634
2016-09-01 19:14:45.5970000 +00:007476.44,P2016-09-01 15:14:45,P,q,2016-09-01T19:14:45Z,15.233333333333333,2016-09-01,TRUE,FALSE,7,6.44,7,10,Thursday,1.2333333333333334,other,univariate transformations,univariate transformations,univariate probability distributions,univariate probability distributions,univariate probability distributions,48.58333333333334,3,3.18,6.18,99.16036111109787,405,38.160000000000004,38.160000000000004,23.400000000000002,23.400000000000002,0,0,336.87,38.160000000000004,0,63,0,1
2016-09-01 19:14:45.5970000 +00:0054664.79,P2016-09-01 15:14:45,P,q,2016-09-01T19:14:45Z,15.233333333333333,2016-09-01,TRUE,FALSE,6,4.79,7,10,Thursday,9.1,random variables,random variables,random variables,univariate probability distributions,univariate probability distributions,univariate probability distributions,39.48333333333335,3,3.18,6.18,99.16036111109787,405,367.29,225.63,265.35,322.95,0,125.39999999999999,644.85,83.97,9,63,0,0.22862043616760597
2016-09-01 19:14:45.5970000 +00:0041745.17,P2016-09-01 15:14:45,P,q,2016-09-01T19:14:45Z,15.233333333333333,2016-09-01,FALSE,FALSE,4,5.17,7,10,Thursday,6.95,other,discrete distributions: geometric,discrete distributions: geometric,univariate probability distributions,univariate probability distributions,univariate probability distributions,32.53333333333336,3,3.18,6.18,99.16036111109787,405,39.15,39.15,27.900000000000002,27.900000000000002,0,0,599.49,39.15,0,63,0,1
2016-09-01 19:14:45.5970000 +00:0053138.62,P2016-09-01 15:14:45,P,q,2016-09-01T19:14:45Z,15.233333333333333,2016-09-01,TRUE,TRUE,3,8.62,7,10,Thursday,8.85,other,multivariate transformations,multivariate transformations,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,23.683333333333337,3,3.18,6.18,99.16036111109787,477,274.77,225.9,118.35,258.75,0,117.15,254.43,177.03,9,27,0,0.6442843105142483
